game_id,curator_id,attitude,date,follower_name,review_text,这个鉴赏家评论的游戏数量
524220,6600281,Recommended,2017年12月25日,814,优秀而近乎完美的人设、白金的牌子带来的扎实可靠的动作系统、风格独特十分好听的音乐，这些是本作在未上市时就获得大量关注的重要原因（虽然很多人其实就是想看2B）。制作组精心构建了叙事诡计，以三个周目、三个人物视角讲述了三个层面的故事，展现了大环境的悲剧与阴谋下小人物的纠葛与挣扎，在剧本上下的功夫不可谓不强。然而在购买前请认真考虑PC版不敢恭维的优化。,61
524220,28126722,Recommended,2017年12月9日,643,尼尔：机械纪元这款游戏真的是让我心碎，完完全全把我带入到了那个场景中，尤其是配乐，恰到好处。虽然结局不一定是好的，只要是努力过，就足够了。,54
524220,26846254,Recommended,2017年3月24日,339,日本老牌RPG游戏厂商SE，联袂流淌着老CAPCOM血统的，年轻的白金工作室。强强联手，让剧本和人设齐飞，ACT与RPG共舞，流淌着先天优良基因的ARPG--尼尔 机械纪元，就在这交融之中诞生。,60
524220,28003264,Recommended,2017年4月26日,272,你看透了这世间的无奈，也曾叹息过它们的悲哀.而当这场面发生在你眼前时，当你有能力去改变这一切时，你，为何坐等苦情？,53
524220,28775781,Not Recommended,2017年5月28日,169,不论是游戏剧情还是音乐，都能给你爽快的战斗感。但是你这价格也太贵了吧啊喂？！,20
524220,28624127,Informational,2017年4月29日,164,价格到底是怎么回事,23
524220,29036471,Recommended,2017年8月20日,109,SE和白金工作室合作开发，动作部分几乎都是由以开发动作游戏闻名的白金工作室负责。游戏中有很多横尾个人的恶趣味，动作部分并非直接套用白金过去的模板，而是有针对性的重新设计，虽然相较于魔女系列有相当程度的简化。音乐部分由monaca负责，相当优美，原声集以及音乐会也有单独贩售。主线结局共分为ABCDE，但想要体验主线流程至少需要三周目通关。操作上推荐使用手柄，流程上有时会切换成2D界面，非常有趣,18
524220,28521374,Informational,2017年5月3日,50,不谈国区价格，游戏本身素质是非常不错的，音乐很不错，打斗动作也很华丽，人物刻画的也很成功，剧情不用说了，简直是神来之笔，但缺点也很明显，明显不符合现代游戏标准的画质，不符合画质的优化，世界雕刻的粗糙都为游戏降低了不少分数，简单说，如果就针对我前面所说的优点的话，那么国区昂贵的价格对你来说也是非常值得的，反之全球版的便宜价可能也不适合你。,10
524220,27210265,Recommended,2017年5月12日,49,尼尔：机械纪元和质量效应：仙女座，同样出自高质厂商和经典IP，却走上不同的道路。营销思维与工程师思维的意识对决，虽然都拥有寓意深刻的内涵，但永远不缺少无视包装的厂商，而NieR给他们上了生动的一课。,16
524220,30690451,Recommended,2017年9月25日,49,你以为你玩这款游戏是为了来看2B小姐姐，可是在游戏的过程中你却为美妙的音乐所驻足，为两难的选择所纠结，为精妙的剧情所折服，为别出心裁的小设计而暗叹不已。你才发现2B小姐姐腰细腿长什么的已经不重要了，更重要的是尼尔带给你的心灵的慰藉和感动。,25
524220,30227022,Recommended,2017年8月6日,40,如果没有前期的大肆宣传的情况下，还是不会有很大落差的，3A游戏的价格极度不合理，游戏各种元素都没达到3A的水准，只是玩过一遍就会立即封盘，且不支持中文，建议打折购买。,37
524220,31619534,Recommended,2月3日,38,我擦剧情叼我擦画质好我擦价格高g胖魔术好～,71
524220,28852810,Recommended,2017年11月7日,37,剧情极致，手感优秀，可玩性高，音乐突破天际的日式ARPG。——MUKE,27
524220,28114013,Recommended,2017年5月12日,32,9/10通关一周目，这是个爱情故事，8分。通关二周目，这是一个充满感情的世界，7.5分。通关三周目，世界观不明，剧情充满BUG，不能解释的太多。7分。通关E结局，打飞机才是这个游戏的精髓，单凭这个打飞机就值8分。通关全支线+收集全文本资料，一个废土世界呈现在我的面前，8.5分。查询了前作的资料，作者的世界观真的令人惊叹。9分。,37
524220,8315975,Recommended,4月27日,32,著名的白金工作室的作品，動作手感堪稱一流.監督橫尾太郎所塑造的，與前作一脈相承的獨特世界觀，令人對現實的人類世界若有所思.Steam版相比主機版，優化不佳，所幸有玩家放出MOD，可以令遊戲有著超主機版的表現.漢化推薦使用天邈漢化製作的漢化補丁.,16
524220,31415358,Not Recommended,1月11日,30,游戏素质很高，有非常动人的故事及流畅的打击感，小姐姐很美丽，这是非常优秀的作品。但是，我觉得不行。国区涨价是个什么鬼？国区为什么要涨价呢？薅社会主义羊毛的做法我并不是很认同。看着这游戏清一色的好评，突然觉得TX游戏在我们国家的市场那么大也不足为奇，即使是在steam，也有很多辫子还没摘掉的死宅吧。游戏是艺术品也是商品，作为艺术品，它是佳作。但是作为商品，我觉得它比shit还要肮脏，我不吃屎，谢谢。,66
524220,29164866,Recommended,2017年7月31日,22,（好喜欢2B小姐姐）当得知真相之后，等待将是死亡和无限的轮回。完美的阐述了人性，当你舍弃掉存档，决定帮助下一位玩家的时候，这你才体会到这个游戏的真正魅力。对于价格的问题，个人有个人的见解。抛去2B小姐姐不说，总体来说这个游戏的内涵是极为丰富的。推荐~,14
524220,31049784,Recommended,2017年10月29日,21,《尼尔：机械纪元》是由史克威尔艾尼克斯与白金工作室联合开发的动作冒险游戏。白金工作室一直以为因为打击感强而出名，本作也不例外强烈的打击感让玩家获得了绝佳的游戏体验！据说一共有26个结局，玩家即使通关，也可以观看众多的剧情。游戏通关需三个周目，时长100+小时没问题记住，一周目的通关仅仅是游戏的开始！剧情感人，画面优美，好评。缺点：价格太贵，完全按照美区定价的优点：除了缺点都是优点了,10
524220,25601524,Not Recommended,2017年6月20日,20,就结果上来看，《尼尔：自动人形》不想好好讲故事，甚至还为玩家尝试理解制造大量多余的麻烦。如果你不想被游戏制作人员玩弄，我可能得建议你绕开这部作品。,12
524220,28615762,Recommended,2017年9月4日,17,作为 《龙背上的骑兵》其中一部分的后续，尼尔为了救妹妹，失败后，人类灭绝。。。千年后。。2B出来了。。嗯。。就是这样。-------重点是，优化真心差，我不说价格问题，MD移植后不管优化的游戏商家是不值得同情的。,12
524220,28342273,Recommended,2017年10月14日,16,尼尔，一个悲情的故事。在文学的世界里，评价较高的，大部分都带有悲剧色彩，什么是悲剧，我想在尼尔这款游戏里你能找到很好的解释，至于通关游戏后每位玩家心中感受是怎样的，这个可能只有他们自己知道了，对于还没入手的小伙伴来说，我会透露几点，它的质量对得起它的价格，并且它不是纯粹的动作游戏，但是它的动作很白金，而且风格很尼尔。,10
524220,27809435,Informational,2017年4月29日,16,SE你在开玩笑吗？当中国玩家都是2B？国区属于低价区，你SE居然把一个非3A游戏在国区定价定为全世界最高价？美区360 欧区330国区你定个412？SE你疯了，有点智商的人都不会掏一笔笔欧行PS4铁盒380还贵的价格去买一个数字版吧素质三连送给你,17
524220,31413080,Informational,2017年12月21日,15,《尼尔：机械纪元》的改价风波一度引起争议，即便如此，国区玩家的购买力依然不容小觑。这款日系的动作角色扮演游戏发售9个月，PC版销量达到65W左右。,45
524220,30020834,Not Recommended,2017年8月9日,14,2B：知道我为什么要让你跪下抬起头慢慢看着我么？没~错~~你脑袋里面想象我的样子~~都~聚焦在你的双眼了~【雷电是我哥、不服打我啊~】（2017.04.27>>>2017.04.28 售价从199元涨到412元涨了200%、差价的213元组成字母正好是2B，太巧了~）"",12
524220,5287518,Recommended,2017年3月18日,13,就目前玩到的部分来说，完美。尼尔拿不到年度游戏的唯一原因就是运气不好遭遇了塞尔达。10/10,26
524220,27797318,Recommended,2017年11月12日,13,愿人类荣光永存,41
524220,27864100,Informational,2017年12月11日,11,《尼尔：机械纪元》故事背景设定在遥远的未来，讲述在被摧毁的地球上由人类的敌人外星人派来的机械生命体与人类方派出的人造人“尤尔哈”部队进行战斗的故事  。外星人突然入侵地球，他们制造了名为“机械生命体”的军队。在外星人势不可挡的力量面前，人类逃往月球。为了重新夺回地球，人类建立了由“战斗型机器人”所组成的战斗抵抗组织。为了打破战场的僵局，人类设计了“尤尔哈（另译：寄叶）”作战单位——最新型,10
524220,29311430,Recommended,2017年6月25日,9,【殿堂级】横尾太郎监督，白金工作室制作的动作rpg。横尾流剧情，白金工作室的动作底子，MONACA的音乐你懂的，不听ost不是人，里面还有乔治叔叔配的萝莉。pc移植超垃圾，你应该跑不动，可以视频通关,41
524220,11349716,Recommended,1月18日,9,音乐过瘾，看视频精神通关的. (顺便一说通关视频真特么长...,15
524220,29270393,Recommended,2017年6月22日,8,记得转俄区只要220,17
524220,12213532,Not Recommended,2017年10月3日,6,打折了还这么贵，不买,35
524220,27544409,Recommended,2017年4月4日,5,2B小姐姐！！！！！！,12
524220,27519098,Recommended,2017年4月7日,5,A2  2B  9SAll to Be Nice无论是剧情还是bgm，简直完美没得挑，横尾老贼终于做了He了！！关键是小姐姐太诱人有没有！！我要舔2B~~虽然优化比较烂，但还是足以让人感动到删除辛辛苦苦打了60小时的存档去拯救一位素不相识的人，因为我也得到了许许多多人的帮助才走了过来。最后，希望2B，9S，A2，迪波尔，波波尔，埃米尔，司令官，6O，21O能够幸福啊！！ 人類に栄光あれ！,10
524220,7846668,Recommended,2017年9月24日,3,hmm，为人设买单,17
524220,27258671,Recommended,2017年5月2日,3,NieR is very cute! Yes， just it. Eh， Why don't you Believe me?!奇怪的价格波动，导致玩家对此一片差评。（仅中国大陆）尼尔非常可爱，对就是这样，诶，你怎么摆出不相信的样子？！,10
524220,32207007,Recommended,3月3日,3,选民用选票选举政府，玩家则用钱票来决定未来是哪些公司在给我们提供服务！游戏的优点很多，舒爽的打斗，悦耳的音乐，美妙的身躯（我是指a2，我不喜欢2b的大屁股o(╯□╰)o）。但这些功劳都是制作组的，而非这个出尔反尔、恶意涨价的se公司。如果将来你希望市场上有越来越多的好公司，制作越来越多的好游戏，那么攥紧你的钱票，去支持那些良心公司吧。至于这款好游戏——去理直气壮的玩盗版吧——这是我们的敬意！,11
524220,31437149,Not Recommended,2017年12月11日,1,1、游戏优化太差了，狗屎一样的PC优化，严重影响用户游戏体验。敢问游戏上市这么久了，PC版出了优化补丁了吗？没有吧？就忙着涨价和出DLC圈钱？呵呵。2、价格据说之前就199，现在卖412……。你涨价就算了，至少把服务做好吧，例如加上中文？据说PS4港版是有中文的吧？现在涨价了，不但还是没中文，卖的比全球key还贵，吃相难看。,14
729720,29519836,Not Recommended,4月27日,51073,《Zomborg》是一款有想法但是缺点不少的ACT游戏，游戏玩法类似与著名的《孤胆枪手》但是增加了自定义装扮元素和AI跟随系统，并将游戏里的怪物换成了丧尸。游戏BUG是蛮多的，卡模型，诡异的手雷轨迹，最骚的是你可以站在队友前面弹飞队友射出的子弹。游戏还需要进一步优化和开放联机，不然的话游戏素质实在不足以支撑15元的价格。最后官方中文好评。,1037
331870,27093039,Recommended,2017年12月24日,286233,温忆旧时秋日之暖，体感现下冬日之寒。花信，水帘，落缤廊。孤鸦，霜风，破落城。跨越时间，穿越古老的天空之城，探寻一个不为人知的记忆。游戏流畅，画面精美，音乐悦耳，是难得的休闲佳作。,1045
331870,26836284,Recommended,4月10日,7688,古老的诸神已被遗忘，迷失让世界分崩离析的大事件中，只在天空中留下零落的岛屿。《AER：古老的回忆》是瑞典独立游戏制作组Forgotten Key开发的一款飞行解谜冒险游戏。游戏耗时5年时间打造，变成鸟儿飞行，在充满神秘的世界冒险，，去解开一重重机关。,274
331870,30583116,Recommended,3月26日,5880,这是一款有关于神与信仰的游戏，不过也可以说这是一款飞行模拟器，这是一场心灵与眼睛的享受旅程，翱翔于天际之中，一览空中的岛屿，穿越四季春秋，来到失落的神祇之前，唤醒人们对神的尊重，找到心中的那一片净土...信仰之地。『索然无味测评组』 QQ群号：607016727,236
331870,30287156,Recommended,4月8日,2635,人类从古时候就有一种想要变成鸟儿，自由自在地翱翔在无尽的天空中的梦想，而这一款游戏就能满足你。赏心悦目的画风更给这个游戏加了不少分，游戏内的音乐更是令人愉悦身心，而这是一款开放世界解密类游戏，若你想体验一下在天空中翱翔的感觉也可以，没有像其他游戏一般的束缚。游戏自带简体中文，这是一款你值得一玩的游戏！,51
331870,27265437,Not Recommended,1月9日,1635,又是一部“看上去小清新”的游戏，他们似乎真的以为”好音乐+卡通渲染+谜题=大卖的文青游戏“。然而空有原料是没有任何用处的，这些部件如果不能有机的组合起来，玩家得到的只会是一坨支离破碎、难以言喻、莫名其妙的东西。【你可能觉着眼熟，因为这是我复制的对RIME的评测，一年过去了，大家没什么进步啊】,79
697160,29227165,Recommended,2月18日,13285,  有趣，但还不够有趣，还可以做的更好.  轻松治愈，明艳靓丽的风格，简单上手的操作与新手也能愉快玩耍的难度；治愈系的画风与像素化的孙悟空结合在一起，别有一番滋味；简约而不简单的ui设计，上手速度快；抓人眼球的风景，有些怪物甚至让人不忍下手......  很深的半成品味道，很多机制在游戏中的作用并不明显；重复的游戏体验;地图大而无当，玩法单一枯燥......  像素西游记，大抵是这样的游戏.,292
697160,15267459,Informational,3月1日,1861,这是一款像素动作冒险游戏，画风上很萌很有动画的感觉，打击感略微差一点儿比较僵硬，变身魔法以及随从魔法还真心不错的，可以变身以及携带动物帮你战斗，只要捡取灵魂。只是有一个比较大的缺憾，就是没有地图指示，在一个狭小的复杂空间里刚开始玩转的晕头转向也找不到路，或者找不到任务物品，真心蛋疼！！！关于这点上，如果作者可以更新一个地图系统就非常棒了，可以不找到任务物品再显示任务地点即可，不然这是太晕了！,153
697160,27032354,Recommended,2月1日,1229,像素风格的一款冒险小游戏，需要玩家在每个场景中收集各种魂或击杀指定怪完成过关目标。使用筋斗云在空中比较容易发现藏在各处的技能魂，各地的首领怪可通过前期击杀小怪收集魂召唤配合技能进行击杀，难度不算太高。由于没有相应的当前任务提升，比较需要玩家通过摸索终点的位置来明白该干什么。游戏的像素风格的质量还算不错，内容趣味性方面有些许不足- 美工：★★★ 可玩性：★★ 剧情：★,422
697160,31716674,Informational,2月27日,311,在《Pixel to the west》中，玩家将扮演一只不能穿天但可入地的像素孙悟空杀掉拦在你面前所有长相可爱的生物！虽然从视觉感受来看本作非常优秀，并且给了玩家自由游玩的空间。但在游戏过程中缺乏目标、玩法较为单一的缺陷将破坏掉玩家对游戏最初的好感。,154
434730,28003264,Recommended,2017年3月5日,272,感觉和异次元杀阵电影一模一样，俗称丢鞋子模拟器，可以多人和小伙伴一起探索一个个房间，直到走向终点通关，每个房间都充满陷阱，中途还会出现杀人魔。完全看脸的通关,53
434730,29235768,Recommended,2017年6月20日,5,感觉和异次元杀阵电影一模一样，俗称丢鞋子模拟器，可以多人和小伙伴一起探索一个个房间，直到走向终点通关，每个房间都充满陷阱，中途还会出现杀人魔。完全看脸的通关,13
603780,8874646,Informational,2017年12月13日,19501,RPG工具制作的一款游戏.,345
603780,26063227,Informational,2017年12月11日,15680,rpgmaker游戏，还是那熟悉的画风，还是那熟悉的味道，只不过这次附加了刷成就的系统，可以刷刷喜欢的字母了。说实话还不如拿reach me 刷，至少字母好看不是。,276
284460,2339958,Recommended,2014年12月23日,45,DeadCoreisAwesome!这大家应该看得懂吧，看不懂就算了。,32
284460,22026105,Recommended,2016年11月23日,38,当跑酷和解密结合起来...你的反应能应付的过来吗！,29
490040,25161469,Recommended,2017年8月14日,46,《风之子》（Child of the Wind）是一款和风休闲游戏。在游戏中，玩家需要使用手中的折扇来控制您的船只，使用折扇产生的风来引导船只安全航行，以免受到伤害。同时游戏中还存在挑战，玩家可以沿着危险的水域尽可能快地航行，获得更高的分数，但危险系数也随之增加。如果你玩僵尸射击游戏已经玩到审美疲劳的话，不妨试试这款小清新游戏。,91
495740,27157216,Informational,2017年1月3日,100,算是目前VR游戏里一次大胆尝试的清流了，奇幻+冒险+策略+大量随机而迸发许多新鲜感，同时也因为随机过量导致缺乏游戏应有的基本获得机制——如果你是欧皇，当我没说。,66
701930,8874646,Recommended,2017年9月18日,19501,五部由“橘子班”制作的短篇作品游戏合集。包括《我的女友要减肥》《清明节的鬼很萌》《清明节的鬼不萌》《看不见的恋人》《最后十二小时》。,345
701930,7213898,Recommended,2017年12月20日,16939,橘子班短篇VN作品集，作画细腻，全程配有语音。有普通的VN小说，也有养成类的多结局故事。但不论从作画、配音还是作者后期的更新，都可以看出制作者的良苦用心。适合休闲的时候读上一会。,204
701930,29227165,Recommended,2017年9月19日,13285,这是由“橘子班”制作的五部短篇作品游戏合集，什么？你没听过橘子班？那高考恋爱100天你总听过吧。虽然这五部短篇并非都十分优秀，但总的来说既有温暖的狗粮，又有搞笑的日常。其中《看不见的女友》更是部绝对值得一玩的优秀作品，虽然还是偏短就是了。,292
632350,27093039,Recommended,3月30日,286233,我现在除了想玩四女神什么都不想干！,1045
632350,8853986,Recommended,3月1日,78125,地雷社使用虚幻4引擎的试水作，因为技术制约造成一些游玩的问题，导致本作成为卖人设、插画、声优、neta的标准萌豚游戏。地理社宣称下次仍然会使用虚幻4引擎，笔者只能说：好好找个技术指导，我还是买买买。,140
632350,28359939,Recommended,2月28日,30240,《四女神online》终于在steam平台发售了，本作为独立的外传作品，使用虚幻四引擎制作，由《闪乱神乐》开发商tamsoft操刀。可惜没有live2d功能，不过目前steam中文独占，也不失为正经人可考虑的作品。,158
632350,255962,Recommended,3月10日,19264,《四女神Online》是地雷社海王星系列的外传作品，十二女神任君挑选，一同进入虚幻世界，打怪升级、装备强化、萌妹换装，应有尽有！理性加一是不可能的，四女神Online迟早得买的。看过本评测，加入购物车，强行加一，四女神Online，启动！,308
632350,7719170,Informational,3月10日,12136,同样为地雷社出品，本作为动作角色扮演游戏，可联机。单机剧情24小时内即可结束，剩下的就是刷刷刷了。总的来说，地雷社移植价格良心，画风精致，适合收藏(背景不尽人意)。加载慢请更新电脑配置，或者慢慢等。DLC并不能让你变得更强，为爱埋单。,61
632350,12320518,Recommended,2月28日,8800,Tamsoft和Compile Heart联合推出的在线合作动作游戏来啦~人见人爱的四女神来到了一个由她们自己创造的在线幻想世界之中！在12名各具特色的角色中选取你所中意的那一位，和其他3名小伙伴进行在线合作冒险！释放破坏力十足的觉醒技！加上数以万计的首饰和服饰，你可以随心所欲地定制你心爱的女神！,189
632350,26941261,Informational,2017年10月26日,4860,海王星系列新作，本作为动作RPG，有兴趣的朋友可以了解一下海王星系列，有很多作已经在Steam上发布。,243
632350,28673811,Recommended,2月28日,3577,《四女神Online：幻次元游戏战机少女》，地雷社的最新类MMO-RPG作品，属于海王星系列的外传，本次的自带简中自然是诚意满满。采用UE4引擎让本作画面也更加清晰，更加即时的战斗也脱离了回合的桎梏。当然是不是放出的卖萌、福利环节更是心头大爱，推荐给各位深爱宅~,227
632350,31899806,Recommended,2月28日,1145,四女神ol，地雷社的又一款神作！立绘，战斗，cv自然是没得说！。。。。。。。。。。。我不会告诉你们我是为了看小姐姐的胖次才玩的！,78
632350,10570945,Recommended,2月28日,180,四.女.神.大.法.好,61
632350,30227022,Recommended,3月1日,40,地雷社使用虚幻4引擎的试水作，因为技术制约造成一些游玩的问题，导致本作成为卖人设、插画、声优、neta的标准萌豚游戏。地理社宣称下次仍然会使用虚幻4引擎，笔者只能说：好好找个技术指导，我还是买买买。,37
632350,31439853,Recommended,3月1日,17,地雷社《四女神Online》是由PS4移植到PC上，使用了虚幻4引擎。四女神被抽取到网络游戏新版本的测试资格。主线中还会看到恶搞SAO的桐人和亚丝娜。里面你会看到几个系列的角色来客串。DLC：只是一些衣服，个人感觉不好看，不推荐购买缺点：开局序章，按ENTER就会卡在一个没法退出的BUG，只能强退游戏重来。而且打击感一般。,39
632350,28830274,Recommended,3月8日,7,四女神作为地雷社监修的的《海王星》系列的外传作品，主要是以换装为主的一款RPG类型的游戏，其实在配置的确定上面还是略有误差，这个游戏根本不需要5代i7和12g内存。8G内存和四代i3可以完美运行，主要取决显卡的好坏，然后这个系列的游戏一直都是卖人设和厨力，但是这一代做的还是十分良心，联机很多人反馈会有卡顿，期待后期的优化~,12
513450,26836284,Recommended,2016年12月9日,7688,一个水滴是非常渺小的，可能会被风吹干，也可能被沙土吸收，但这都阻止不了水滴涌入河流的梦想。《Drop Alive》就是一款以水滴为主角的动作冒险游戏，玩家要控制它在人类的城市中进行冒险，克服各种各样的难关，最终融入河流中去。,274
513450,27586765,Recommended,2017年2月2日,30,interesting,10
513450,31425703,Recommended,2017年12月12日,4,『链接含评测』Drop Alive（水滴历险记）是画面非常舒适的童话风平台动作游戏。其剧情讲述了一粒拥有生命的水滴为回归大海而踏上冒险旅程的故事，系统上则引入了固体、气体、液体三态转化的玩法，颇有新意。作为免费游戏来说是相当不错，玩家值得一试。,14
701910,31145033,Recommended,2017年11月9日,42,有目标，才会有前进的动力，才能有使出浑身解数去克服重重困难的毅力。简单却不单调是我对这款游戏的画面的直观感受，寥寥数笔勾勒出神秘的符号。本作可以说是简化了一切突出了解谜要素，你所要做的就是用尽各种方法思考并解开一个个谜题，动脑有益而无害，这款游戏值得一玩。,14
656460,24207633,Not Recommended,1月12日,0,这是一款双摇杆飞行射击+养成类游戏，可玩性并不高，但偶尔进行放松休闲可能是个不错的选择。但各位玩家在购买时还请慎重考虑，并且建议在至少打六折时再购买。因为虽然我是免费获得的，但去看了一下steam的原价，居然是48rmb？！！wtf？这是逗我么，这游戏的质量真的值48的？？？如果你说给个16r可能还能接受，但你居然定价48？？而且在杉果卖的更离谱，原价居然是68？？噢买尬der~,10
462990,28114013,Recommended,2017年5月19日,32,CLANNAD 智代线的后续没玩过的建议先玩一下CLANNAD或者看下动漫完整评测里有中文版的链接,37
462990,30491618,Recommended,2017年9月4日,28,这游戏是CLANNAD归属为18x的最大原因，然而steam上的是阉割版，非全年龄版的话其他评论有地址。,20
246700,2225920,Recommended,2015年3月28日,372548,感覺..比較難入手..是個空戰遊戲..改裝自由度還可以..不過就是服務器太少..,383
550080,31318556,Recommended,1月16日,15550,《女武神驱动：比丘尼》汉化补丁发布！LMAO汉化组作品  3DM和游侠补丁都有 欢迎大家反馈,739
550080,7719170,Recommended,2017年6月28日,12136,这是一项大型跨媒体少女百合企划，本作移植自PSV，PC版除了高清的分辨率，也包含了针对PSV版推出的DLC内容，可以说是福利满满！这一点从Steam上的评论中有一大部分关键词都是Naizi也可以看出。说实话我觉得这款游戏其实还是蛮有难度的，毕竟如果你是用单手进行操作的话……（好孩子不要懂这个）,61
550080,12320518,Informational,4月27日,8800,游戏中，一种神秘的A病毒感染了少女们，使她们成为名叫“Extar”的人形武器，而那些能够控制变身的人被称作“Liberator”。但她们之中，某些撩人的女武神感染了特殊的病毒分支——VR病毒，可以让她们自由转化身份。由于治愈极其困难，她们被遣送到一座阳光普照的隔离岛上。她们将在这里接受治疗实验的考验。女武神通过战斗来强化心身，以获得完全控制病毒的能力。究竟是谁掌控着这些岛屿？,189
550080,30583116,Recommended,2017年12月17日,5880,游戏汉化名《女武神驱动》，这游戏对键盘党不好，不用手柄的话方向有点难看.打击感很好，打起来贼舒服，最重要的是还有那一抖一抖的……视角可以调（大家都懂）牛顿很是开心（我们也很开心）只不过有人在旁边的时候什么都干不了（除了普通攻击）毕竟牛顿没死（滑稽）还有换装play（哎嘿嘿）原价入也是值得的。『索然无味测评组』QQ群：607016727,236
550080,26941261,Informational,2017年6月21日,4860,女武神驱动比丘尼，福利向游戏【pc版无汉化】,243
550080,7924752,Recommended,2017年6月29日,3012,你问我故事剧情是什么？不好意思，这游戏是看剧情的吗？就跟2B小姐姐一样，你玩2B小姐难道不就是喜欢看小姐姐跑步和爬楼梯吗？,19
340,4028675,Recommended,2017年1月22日,33,im playing half life 2 lost coast - shorter than expected.,30
340,27797318,Recommended,2017年11月24日,13,看风景？(????Δ??)?,41
562260,30950813,Recommended,2017年12月17日,20095,玩这款游戏，我手残的感动了自己。。。讲真，在游戏本身上，这款游戏算是一般，但是……这卡，为什么比游戏值钱?挂卡游戏,259
562260,8874646,Informational,2017年12月24日,19501,休闲向的小游戏，根据线性形状按键.类似一些音乐游戏.不过本游戏非常简单.此外值得一提的是，该游戏的成就不错;合卡也有?等比较实用的表情.用来装饰个人资料蛮不错的.,345
204360,27093039,Recommended,2017年2月28日,286233,《城堡破坏者》采2D手绘风格，画面带着一点随意又不失美观，是一款的横版过关游戏，但却有如RPG+动作游戏，拥有大量不同技能的可使用角色、众多不同属性的武器以及宠物。而大脸小人的人设，加上角色攻击和被攻击的动作让我想起了小时候玩热血系列的那种脑残的萌蠢，满满的都是欢乐。然而跟基友合作愉快又爽快的挑战boss之后，却又要为了获得小姐姐NPC的一次Kiss而为女人插兄两刀~（笑）。友尽游戏需谨慎啊~,1045
204360,29519836,Recommended,2017年12月28日,51073,联机欢乐向游戏，全流程大概六到八小时左右。上手度简单，即使是从来没有接触过同类型游戏的新人也能很快融入。战斗爽快程度上要强于很多横版卷轴游戏。关卡设计上一些有趣的点子都出现在后期，这是一件让人觉得有些遗憾的事情。职业平衡性方面初期人物大同小异，后期人物的话，吃我无敌伐木机飞轮啦！,1037
204360,7421824,Recommended,2015年2月18日,38998,别玩这游戏= - =我怕你没时间和笑死  ，标准的杀时间神器，不到200m的大小给你4G的欢乐。,310
204360,11101823,Recommended,2017年11月1日,22503,居家旅行、恋爱交友、必备游戏。【打折才9元、才9元、才9元】,588
204360,6508874,Recommended,2015年2月16日,1863,不仅能够单人刷级，有Steam云，还可以多人搞基，调戏小正太小萝莉最爽了！,12
204360,7490264,Recommended,2015年12月29日,149,欢乐向横版动作，狂打小朋友公司出品,18
204360,31619534,Recommended,1月30日,38,为了胜利疯狂输出?为了变強疯狂抢掉落～为了救队友疯狂抗伤害～为了小姐姐给兄弟插两刀～,71
204360,28225156,Recommended,2017年3月24日,26,你还记得当年在街机室里的感动吗？这款作品能让你找回当初，如果有好友一起玩的话，那就毫不犹豫的入吧！,19
204360,22946623,Recommended,2016年4月4日,23,城堡破坏者,15
204360,31052337,Recommended,2017年11月4日,14, 这是一个不错的冒险向游戏，有排行榜，可以一起开黑，十分搞笑又有趣，推荐购买这款游戏。By.PIKACHU（兔子代发）,12
204360,30593919,Recommended,2017年11月12日,10,Behemoth新一代作品，在同学的怂恿下入的坑，总结一下，非常耐玩的一部作品。整体的画风延续了狂扁小朋友的搞怪风，剧情则是类似轻喜剧的英雄故事，整体的上手难度并不是很大（个人意见）。对于过不去的关只需要不断刷刷刷就能得到解决（至少目前）。比较喜欢的其实是联机模式（虽然现在还没连上）。整体来说比起战斗方块剧场我更加适应本作的手感。分类为有毒，消磨时光专用，以上。,12
204360,12062337,Recommended,2016年2月24日,9,Social & addicting // Recommended if playing with friends*A controller is highly recommended for this game+ Art & visual style; endearing & aestheti,14
204360,31654322,Recommended,1月5日,9,这款游戏在个人赛或者团队赛里均可与其他玩家进行决斗！依旧是一款不折不扣的友尽游戏，很适合仍在上学的小伙伴一起玩，想想宿舍开黑的场景，一定是极棒的。,15
204360,30737006,Recommended,2017年9月24日,8,A: You play that alone? B: Yes. A: oh what a shame.,22
204360,9282284,Recommended,2016年7月21日,7,城堡破坏者是一个非常有意思的2d横版闯关类游戏，画风非常有趣，和狂扁小朋友的画风很像，因为是一个公司出的。适合4人好基友一起玩，绝对够嗨皮。,10
204360,28393564,Recommended,2017年5月26日,6,这是几个五彩小人抢女人的游戏。It's a game that several colorful men are killing each other for women.,10
204360,29359991,Informational,2017年6月29日,6,与街机时代部分游戏玩法相仿（《三国战纪》、《恐龙快打》等）的游戏。部分BOSS战也比较有创意。除非有朋友，不然通关就约等于结束。,10
204360,27296626,Recommended,2017年1月28日,5,战砖“系列的后续制作，宠物和武器系统更能提高收藏爱好者的需求。",10
204360,27569903,Recommended,2017年6月20日,4,大家都在说公主丑，这我就很不乐意了，我已经把四个公主全给承包了，你们不要跟我抢！,10
204360,31459748,Recommended,2017年12月14日,4,还犹豫啥？喊上你的小伙伴，一起闯关吧，不过最后只有一位英雄可以赢得公主的吻，考验友谊的时候到了。。。,29
